name,class,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13
photo_0.png,clase0,0.30543804,0.586114,0.24313514,0.61009866,0.48869786,0.49803752,0.44402224,0.5330518,0.5775599,0.40258157,0.55468667,0.4116693,0.57381445,0.5903718,0.55325687,0.5995144
photo_1.png,clase0,0.28503746,0.6128035,0.2731725,0.5370096,0.498816,0.68760264,0.4555217,0.48949486,0.5337804,0.50347394,0.56563133,0.39617822,0.5578153,0.6406463,0.531754,0.5680063
photo_2.png,clase0,0.2830218,0.6153009,0.28485876,0.5416231,0.45481488,0.62353194,0.47043478,0.4936992,0.5258337,0.51892686,0.564238,0.40223056,0.52651906,0.6524173,0.5124088,0.5698321
photo_3.png,clase0,0.2622819,0.60465246,0.27881438,0.5406623,0.46898615,0.7188482,0.46622702,0.49007162,0.5269424,0.533279,0.5667973,0.39832518,0.5342869,0.6494731,0.52651584,0.56568575
photo_4.png,clase0,0.2816251,0.60522276,0.27080768,0.54672396,0.47151205,0.72250116,0.46929857,0.4974266,0.5267811,0.5277084,0.56241983,0.39905304,0.5343888,0.6294017,0.5241892,0.5655401
photo_0.png,clase1,0.2439869,0.65825003,0.3130563,0.4759822,0.31751865,0.8810221,0.4755097,0.47703144,0.4507068,0.7047888,0.5784168,0.39402676,0.6081265,0.6396576,0.6009476,0.5204136
photo_1.png,clase1,0.23966247,0.6557839,0.3115378,0.4724886,0.3238809,0.88375473,0.4743745,0.47870165,0.45105064,0.70736617,0.5720148,0.39881003,0.6119533,0.64606774,0.6060221,0.5173377
photo_2.png,clase1,0.2393258,0.6654392,0.30340773,0.48624822,0.32355168,0.8877953,0.47634417,0.47904497,0.45316038,0.7113168,0.5787444,0.3958882,0.59804344,0.6436837,0.5916425,0.5239103
photo_3.png,clase1,0.23861599,0.6667011,0.29632026,0.48241815,0.32996112,0.89038885,0.47474644,0.47907776,0.45491606,0.7120106,0.57638544,0.39610606,0.61110884,0.64498633,0.606398,0.52485985
photo_4.png,clase1,0.24133033,0.6663224,0.2986175,0.5015836,0.3385175,0.89378965,0.47093543,0.48179063,0.45237812,0.70462656,0.57022035,0.4016921,0.61007184,0.6317498,0.6092442,0.5397543
