name,class,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13
photo_0.png,clase0,0.28284898,0.6734055,0.29138464,0.3959238,0.52452564,0.67384696,0.5089313,0.39920604,0.69021505,0.5546255,0.69085646,0.4250337,0.61363053,0.6230668,0.61904335,0.45413
photo_1.png,clase0,0.28219172,0.65628195,0.29828632,0.38799295,0.52292717,0.66180307,0.5160386,0.3923764,0.6912633,0.5579558,0.69471776,0.42243254,0.6190328,0.6177572,0.6257237,0.44798082
photo_2.png,clase0,0.27845207,0.6543858,0.29884773,0.38422275,0.51608527,0.6609044,0.51044106,0.39018485,0.6799102,0.5694239,0.6903281,0.42461127,0.6208451,0.6163702,0.62688005,0.44606394
photo_3.png,clase0,0.28026032,0.6542966,0.2967628,0.38366592,0.5147017,0.6602125,0.5090881,0.38611588,0.6791147,0.5704116,0.68923634,0.42593867,0.61693144,0.61540854,0.62331796,0.4445127
photo_4.png,clase0,0.28122926,0.656335,0.29862034,0.3820402,0.51486987,0.660366,0.5104157,0.38828692,0.6807379,0.5674257,0.6917453,0.4254056,0.6161806,0.61723787,0.6242209,0.44479787
photo_0.png,clase1,0.2666001,0.6681086,0.30051607,0.38520798,0.33684084,0.7260868,0.5100255,0.3931559,0.41744456,0.8109174,0.68958014,0.43528205,0.6319629,0.6191632,0.63656485,0.44893134
photo_1.png,clase1,0.2617331,0.6603185,0.3107382,0.38715988,0.37925184,0.716402,0.5221356,0.39373636,0.4099902,0.7480723,0.6994839,0.4455707,0.6342549,0.62911546,0.64773536,0.4580168
photo_2.png,clase1,0.25790358,0.65206575,0.30750906,0.38402638,0.3256858,0.7059183,0.5259497,0.38984698,0.41178402,0.7382947,0.7010226,0.44406837,0.63168955,0.6267763,0.6446208,0.4594762
photo_3.png,clase1,0.26156414,0.66308606,0.3068466,0.38236618,0.40177226,0.73959136,0.52562326,0.39175424,0.4207886,0.74407995,0.7014723,0.4441609,0.6385067,0.6257966,0.6461917,0.44879168
photo_4.png,clase1,0.26222104,0.6548381,0.30887586,0.38159403,0.3999517,0.7299433,0.52004975,0.3906234,0.44403487,0.7905795,0.6952387,0.4403388,0.62291795,0.62008977,0.63879305,0.4584224
