name,class,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13
photo_0.png,clase0,0.48186523,0.5155562,0.5130899,0.3032839,0.5957141,0.55589557,0.70599025,0.31835294,0.5648674,0.5489445,0.77691495,0.40368783,0.79338187,0.52583265,0.8041515,0.3837371
photo_1.png,clase0,0.48370677,0.5164705,0.51562047,0.30578333,0.5410024,0.5721791,0.7043878,0.31636375,0.5534259,0.5340709,0.775396,0.39608502,0.7881156,0.53350776,0.80045724,0.39462778
photo_2.png,clase0,0.48387456,0.5156677,0.5133248,0.30821794,0.5481312,0.5758256,0.7059514,0.32496136,0.5598667,0.5382619,0.77866334,0.40792024,0.78972685,0.5375246,0.8035631,0.40035567
photo_3.png,clase0,0.48855674,0.5200372,0.5074447,0.3099804,0.57847565,0.5689676,0.7057902,0.31992,0.54983395,0.5533213,0.7768456,0.40039644,0.79222655,0.5355242,0.8061471,0.39735293
photo_4.png,clase0,0.48672542,0.51602566,0.5087613,0.3086967,0.56403047,0.56531125,0.70330215,0.32159567,0.5552238,0.5524286,0.77561176,0.40326792,0.79238194,0.5355233,0.8049943,0.39806557
photo_0.png,clase1,0.4545263,0.5057564,0.53660357,0.3070066,0.3405,0.5740509,0.7208397,0.31774348,0.21271834,0.5468381,0.76846266,0.36385417,0.7795019,0.520844,0.784179,0.3758253
photo_1.png,clase1,0.45650262,0.51355386,0.5389624,0.31006137,0.34550688,0.58249074,0.72818226,0.32123792,0.2120413,0.5433912,0.7731015,0.38544053,0.78041404,0.5261605,0.788058,0.3831235
photo_2.png,clase1,0.45798248,0.50368476,0.53325343,0.30801934,0.35054323,0.5843808,0.72943306,0.31954604,0.21079865,0.544703,0.7715706,0.3872763,0.7801518,0.5219146,0.7891773,0.38231358
photo_3.png,clase1,0.46694967,0.5024336,0.53463805,0.30465716,0.36321017,0.59447134,0.7261565,0.31842107,0.21361715,0.55372363,0.767944,0.36584675,0.78167367,0.52475584,0.7898768,0.38155174
photo_4.png,clase1,0.46858788,0.5077096,0.53185844,0.30675024,0.36045092,0.59581846,0.72445315,0.3163512,0.21560648,0.55631,0.7630304,0.36265248,0.7835294,0.52368665,0.7878765,0.38055688
